url,title,menu_title,description
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_FreeRTOS_tickless_mode_with_low_power_timer_LPTIM_e13c5c0611j.html,FreeRTOS tickless mode with low power timer(LPTIM) - FreeRTOS,,"FreeRTOS tickless mode with low power timer(LPTIM)Posted by amilaperera on December 4, 2018Hi, I’ve already posted regarding wakeup interrupts in tickless mode to clear out certain things last week. https://sourceforge.net/p/freertos/discussion/382005/thread/30a858262f/ With all that valuable input, currently I’m trying to use LPTIM on STM32L475 chip as the RTOS tick source to enable FreeRTOS tickless idle mode. …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_Queue_item_size_1786689c23j.html,Queue item size - FreeRTOS,,"Queue item sizePosted by yevpator75 on December 23, 2018Hello, Just started evaluating FreeRTOS. Sorry if I ask beginners’ questions (-: I created a queue with the static allocation: ~~~ osMessageQId gsomHciTaskQueueHandle; uint8t gsomHciTaskQueueBuffer[ 16 * 20 ]; osStaticMessageQDeft g_somHciTaskQueueControlBlock; osMessageQStaticDef(gsomHciTaskQueue, 16, 20, gsomHciTaskQueueBuffer, &gsomHciTaskQueueControlBlock); gsomHciTaskQueueHandle = osMessageCreate(osMessageQ(g_somHciTaskQueue), NULL); ~~~ Then I wanted to send a …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_Equivalent_code_blocks_of_xSemaphoreTake_xSemaphoreHandle1_10_1271c70098j.html,"Equivalent code blocks of xSemaphoreTake(xSemaphoreHandle1, 10) ? - FreeRTOS",,"Equivalent code blocks of xSemaphoreTake(xSemaphoreHandle1, 10) ?Posted by joe0x7f on December 30, 2018Are these two blocks of code equivalent? If not, will you please explain why? Thanks! Joe for(;;) { if(xSemaphoreTake( xSemaphoreHandle1, 10 ) == pdTRUE ) { //do work A. xSemaphoreGive(xSemaphoreHandle1); } //if } compared to for(;;) { if( xSemaphoreTake( xSemaphoreHandle1, 0 ) == …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_Interrupt_Handler_58c7c2b1dfj.html,Interrupt Handler - FreeRTOS,,"Interrupt HandlerPosted by yevpator75 on December 13, 2018Hi folks, In the Micrium uC/OS-II, which is the RTOS I used to work in my previous work, there is a pair of API functions OSIntEnter and OSIntExit intended to notify the Kernel about the interrupt being processed, I think in order to prevent Scheduler switching to some …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_FreeRTOS_TCP_-_SimpleTCPEchoServer_Demo_hangs_at_90s_538e2d6dd3j.html,FreeRTOS+ TCP - SimpleTCPEchoServer Demo hangs at 90s - FreeRTOS,,"FreeRTOS+ TCP – SimpleTCPEchoServer Demo hangs at 90sPosted by bk1 on December 19, 2018I’m trying SimpleTCPEchoServer Demo on ATSAM4E, it’s working fine, but seems to hang after 90 seconds into it. I’m sending data every 1 second. Any suggestions? FreeRTOS+ TCP – SimpleTCPEchoServer Demo hangs at 90sPosted by rtel on December 19, 2018Is this an …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_Optimisation_with_tasks_a3ff955e24j.html,Optimisation with tasks - FreeRTOS,,"Optimisation with tasksPosted by benny1111 on December 14, 2018Hi, I’m currently in the process of refactoring and optimising some code. I have a questing regarding how the compiler (with optimisations enabled) will see the flow of an application and the initialisation of variables. In the following example, is the compiler aware of the flow from …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_How_interrupts_are_disabled_during_yield_b6b3354c14j.html,How interrupts are disabled during yield? - FreeRTOS,,"How interrupts are disabled during yield?Posted by rekharamapai on December 13, 2018 I was trying to understand the working of vPortYieldCall handler for yield defined in /portable/GCC/IA32_flat/portASM.S, for one of my race detection projects. I understood from other posts that before a call to vTaskSwitchContext (made in vPortYieldCall), the interrupts below configMAXSYSCALLINTERRUPT_PRIORITY are masked (like …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_FreeRTOS_TCP_IPv6_support_142e72dd39j.html,FreeRTOS + TCP/: IPv6 support - FreeRTOS,,"FreeRTOS + TCP/: IPv6 supportPosted by saadsaeed on December 5, 2018Hello, * Is their IPv6 support available in the TCP stack used in FreeRTOS? * If not, than, in how much time it would be released? Thanks. FreeRTOS + TCP/: IPv6 supportPosted by heinbali01 on December 7, 2018The official release of FreeRTOS+TCP uses IPv4 only, …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_Opposite_of_pdMS_TO_TICKS_7ea576d8b1j.html,Opposite of pdMS_TO_TICKS? - FreeRTOS,,"Opposite of pdMS_TO_TICKS?Posted by sdcandy on December 14, 2018This may be a bit of a dumb question but is there an opposite function / macro to pdMSTOTICKS() that converts a number of ticks to millseconds or seconds? -Andy. Opposite of pdMS_TO_TICKS?Posted by heinbali01 on December 14, 2018If pdMS_TO_TICKS() is defined as: ~~~ define pdMSTOTICKS( xTimeInMs …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_Notify_request_for_API_to_check_if_task_is_waiting_for_Notify_3a0cd6ed67j.html,Notify request for API to check if task is waiting for Notify - FreeRTOS,,"Notify request for API to check if task is waiting for NotifyPosted by lantczak on December 14, 2018Hi, I need API to check if task is blocked due to waiting for notification. I wrote below API. ~~~ if( configUSETASKNOTIFICATIONS == 1 ) BaseType_t xTaskNotifyIsTaskWaiting( TaskHandle_t xTask ) { TCB_t *pxTCB; BaseType_t xReturn = pdFALSE; /* …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_Confused_about_how_task_works_4f94740a52j.html,Confused about how task works - FreeRTOS,,"Confused about how task worksPosted by paparika on December 11, 2018Hi, I’m a beginner for FreeRTOS. I have learned that there are 4 states for a task: running, suspended, ready and blocked. I have questions about how task works. Can a task be suspended at anytime? What exactly happens when a task is suspended from …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_LWIP_Sockets_in_Multithreading_5eb55c1ddaj.html,LWIP Sockets in Multithreading - FreeRTOS,,"LWIP Sockets in MultithreadingPosted by victormerino on December 13, 2018Hi, I am trying to implement a TCP MODBUS Server in FREERTOS (for STM32F7). I am using LWIP Sockets. When I use only one task, it works fine, but when I use more than one, the task that uses accept() and recv() gets blocked and I …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_usStackDepth_with_more_byte_allocation_in_the_task_routine_4ebeca6dcaj.html,usStackDepth with more byte allocation in the task routine - FreeRTOS,,"usStackDepth with more byte allocation in the task routinePosted by mvaccaro on December 7, 2018Hi, I have a doubt when I create un task. If in the task routine I have a byte allocation same this void prvMainTask(void pvParameters) { char readtext[1024]; / File read buffer */ How will be usStackDepth in create task? Thanks …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_Check_if_program_counter_is_corrupted_7802310936j.html,Check if program counter is corrupted - FreeRTOS,,"Check if program counter is corrupted Posted by valerie on December 9, 2018Hi to all My project runs in IAR 8.32, with freertos 9, on STM32L152VE. All I need is to check from interrupt that PC runs. Clear, that I can see the program counter register and check if it was changed from previous view, …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_Queue_write_increasingly_delayed_49eb819a7bj.html,Queue write increasingly delayed - FreeRTOS,,"Queue write increasingly delayedPosted by almomo1 on December 12, 2018Hi! I have 2 tasks, one receiving data packets from an ASI PHY and the other reading those packets and clasifying them by ID in DDR3, and a 8-element-depth queue to communicate both tasks. Task1 (priority 2) just programs a DMA and waits for the interrupt …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_Failed_to_allocate_heap_6db567d013j.html,Failed to allocate heap - FreeRTOS,,"Failed to allocate heapPosted by bremenpl on December 21, 2018Hello there, I am using FreeRTOS V9.0.0. the code is added at project generation in the CubeMX software from ST for their STM32 targets. In the project I am working on, I have noticed random, infrequent resets of the device (every couple hours, sometimes even days). …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_timer_interrupt_serving_to_DAC_channels_on_stm32_63273b3db9j.html,"timer interrupt, serving to DAC channels on stm32 - FreeRTOS",,"timer interrupt, serving to DAC channels on stm32Posted by marinayelken on December 24, 2018Dear everybody, I use fatfs, and read some sound data from files, send the data to dac pin. I have a jitter in high frequencies. the mcu is running at 72 mhz, stm32f105r8t. instead of using dma, I set up my code …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_CORTEX_R4_RM48_CCS5_using_on_CCS_4434028864j.html,CORTEX_R4_RM48_CCS5 using on CCS - FreeRTOS,,"CORTEX_R4_RM48_CCS5 using on CCSPosted by willylin on December 12, 2018Hello I using CORTEXR4RM48CCS5 demo file on CCSV5.2, but it does not build success. And, I only change code that the “mainCREATESIMPLEBLINKYDEMOONLY” set to 1. The error like graphic, what can I do to solve this problem? Or, is there an operational process that can be …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_Baremetal_Pi_port_e0437bfcfdj.html,Baremetal Pi port - FreeRTOS,,"Baremetal Pi portPosted by ldb on December 5, 2018Finished the Baremetal Port of 10.1.1 running on a single core of any Pi model in 32 bit or optionally 64 bit on either Pi3 models. https://github.com/LdB-ECM/Raspberry-Pi/tree/master/FreeRTOSv10.1.1 Hopefully saves some peeps some effort Baremetal Pi portPosted by rtel on December 5, 2018Excellent – thanks – if I …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_Recommended_reading_for_embedded_system_design_1efadcf0f3j.html,Recommended reading for embedded system design - FreeRTOS,,"Recommended reading for embedded system designPosted by b3nway on December 10, 2018Hi all. Benefiting from the freeRTOS ARM release, I’m developing a basic layered architecture. So far my design includes Hardware , System and Application layer . Could you provide me with any resources about practical usecases ? I’m looking for a source of inspiration. …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_Cortex_M0_startup_time_dd227ab543j.html,Cortex M0 startup time - FreeRTOS,,"Cortex M0 startup timePosted by microwavesafe on December 5, 2018I am using GCC on the STM32F070RB running at 48MHz, using FreeRTOS 9.0. I am trying to optimise startup time, so I can go back to power down mode as soon as possible. After power down the device is like it is reset, so I have …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_cortex-r5_MPU_task_with_xilinx_FreeRTOS_BSP_8ac26bb9f8j.html,cortex-r5 MPU task with xilinx FreeRTOS BSP - FreeRTOS,,"cortex-r5 MPU task with xilinx FreeRTOS BSPPosted by faceless900 on December 29, 2018Thans for yesterday’s help, Richard. I encountered a new problem when I try to do memset(addr, 0, size)in my nomal task, and addr is a pointer to physical addresss0x1000 0000 that is a DDR4 address. Of cource I failed and the previous value …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_Hard_Fault_exception_in_the_FreeRTOS_context_switch_on_Atmel_SAM_L21_CPU_7b77233141j.html,Hard Fault exception in the FreeRTOS context switch on Atmel SAM L21 CPU - FreeRTOS,,"Hard Fault exception in the FreeRTOS context switch on Atmel SAM L21 CPUPosted by agostrer on December 5, 2018We are running Atmel SAM L21J18B gcc version 5.4.1 20160919 (15:5.4.1+svn241155-1) (arm-none-eabi-g++) FreeRTOSv9.0.0 It is our own code configured as tickless and running on our hardware. Eventually we see the HardFault exception (once per few hours). I …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_problem_with_TCP_IP_with_free_RTOS_44e8e02213j.html,problem with TCP/IP with free RTOS - FreeRTOS,,"problem with TCP/IP with free RTOSPosted by shirin on December 10, 2018Hi every one i am new in this forum and excuse me if there is any mistake in my post. i am using PIC32MZ2048EFM144 micro controller with WINC1500 wifi module and Enc28j60 Ethernet module. if i do not mistake the version of FreeRtos is …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_Crash_Reporting_for_Cortex_Ms_f33c847968j.html,Crash Reporting for Cortex Ms - FreeRTOS,,"Crash Reporting for Cortex MsPosted by bigfalcon on December 12, 2018Hi! First time posting here. Hopefully this is not a stupid question. I come mostly from a mobile app development background. But recently looking into a project that involves essnetially a Cortex M, currently prototyping on an Arduino, and considering using FreeRTOS. I am very …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_Prevent_from_sleep_when_a_task_is_in_a_blocked_state_with_finite_timeout_a1dbc6e32aj.html,Prevent from sleep when a task is in a blocked state with finite timeout - FreeRTOS,,"Prevent from sleep when a task is in a blocked state with finite timeoutPosted by kkoovalsky on December 11, 2018Hello all. I’m running FreeRTOS V9.0.0 on STM32L432KC. I have a problem in preventing the device from going to sleep. At startup I have some tasks which I need to run without sleep. They use vTaskDelay …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_ESP8266_and_ESP32_on_home_page_136d40158fj.html,ESP8266 and ESP32 on home page - FreeRTOS,,"ESP8266 and ESP32 on home pagePosted by stappers on December 23, 2018Hi, At https://freertos.org/RTOS_ports.html do I miss the microcontrollers ESP8266 and ESP32 from Espressif. Why are those chips not listed in the main section? Why not even in *contributed* section? In https://sourceforge.net/p/freertos/discussion/382005/thread/4418218a/?limit=25#6d15 can with wishfull thinking be read that the ESP32 supported by FreeRTOS. When …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_How_to_get_uptime_of_more_then_30_years_2d923a4dc7j.html,How to get uptime of more then 30 years ? - FreeRTOS,,"How to get uptime of more then 30 years ?Posted by cmarmonier on December 5, 2018Hello, I want to know how to get uptime because xTaskGetTickCount() return an 32-bit unsigned int ?… 32-bit is too small. Is there a FreeRTOS function to do it ? Precision time of one second is enought How to get …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_FreeRTOS_compatibility_with_AC6_IDE_c7202dabccj.html,FreeRTOS compatibility with AC6 IDE - FreeRTOS,,"FreeRTOS compatibility with AC6 IDEPosted by davidcarro on December 10, 2018Hi, I would like to know if FreeRTOS plugin is compatible with IDE “AC6” that I am using at work and which is Eclipse based. Thank you very much for your attention. FreeRTOS compatibility with AC6 IDEPosted by rtel on December 10, 2018If the IDE …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_Free_RTOS_-_Multiple_task_ef6206f9ccj.html,Free RTOS - Multiple task - FreeRTOS,,"Free RTOS – Multiple taskPosted by sharmil on December 19, 2018Hi, I am using Free RTOs in our custom project. I need to create multiple threads in my free rtos project. I have created 4 task with idle priority and I am not able to run all the task simultaneously. When one thread is running …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_EventGroup_bit_clearing_when_multiple_tasks_wait_for_bit_ac3391994ej.html,EventGroup bit clearing when multiple tasks wait for bit - FreeRTOS,,"EventGroup bit clearing when multiple tasks wait for bitPosted by nameofuser1 on December 26, 2018I am not sure how to clear event bits if several tasks are waiting for the same bits. Let us concider three tasks waiting for the same bit. Let their names be TASK1, TASK2 and TASK3. Suppose that TASK1 and TASK2 …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_Apply_Runtime_Verification_in_a_software_using_FreeRTOS_f3b81ede95j.html,Apply Runtime Verification in a software using FreeRTOS - FreeRTOS,,"Apply Runtime Verification in a software using FreeRTOSPosted by hamaral on December 1, 2018Hello, I’m working in a project that has developed (a long time ago) a control flight software using FreeRTOS (V7.5.2). We are using STM32F4discovery to embed the code and make analysis. Now I want to apply runtime verification to check the execution …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_vTaskGetRunTimeStats_9f1a0d3783j.html,vTaskGetRunTimeStats - FreeRTOS,,"vTaskGetRunTimeStatsPosted by ravithej on December 10, 2018Hi, I’m trying to use vTaskGetRunTimeStats() function to print task information on ARM STM32f. Are there any previous threads for this topic which i can refer to? I could not get any info for this HW so far. I want to know how to configure the timer specifically. As …"
/FreeRTOS_Support_Forum_Archive/December_2018/freertos_FreeRTOS_TCP_FAT_FTP_On_Zynq-7000_With_Xilinx_SDK_XSCT_3656c42f33j.html,FreeRTOS+ TCP & FAT FTP On Zynq-7000 With Xilinx SDK/XSCT - FreeRTOS,,"FreeRTOS+ TCP & FAT FTP On Zynq-7000 With Xilinx SDK/XSCTPosted by otzen42 on December 29, 2018Hi, I admit to being a bit new to the SW relm (I’m an FPGA person by trade), so I appologize if I’m missing something obvious here. I have a Zybo-Z7 Xilinx Zynq-7000 board that I have been running FreeRTOS …"
/support_forum/,Support Forums Archive - FreeRTOS,,
/FreeRTOS_Support_Forum_Archive/August_2007/freertos_FreeRTOS.org_V4.5.0_preview_1806317.html,FreeRTOS.org V4.5.0 preview - FreeRTOS,,"FreeRTOS.org V4.5.0 previewPosted by richardbarry on August 21, 2007I have updated the SVN repository with a preview of what will be in the V4.5.0 release.  As follows: + Added xQueueSendToBack(). This does the same as xQueueSend(). + Added xQueueSendToFront(). Allows data to be placed into the front of a queue.  This is for high priority …"
/FreeRTOS_Support_Forum_Archive/August_2007/freertos_vPrintTaskList_bug_1804819.html,vPrintTaskList bug? - FreeRTOS,,"vPrintTaskList bug?Posted by hlachmann on August 20, 2007Hello!! I want to print all current tasks with vPrintTaskList(). Everything runs fine with one exception: The taskname of the task starting before the scheduler has started, is not shown correctly. Following scenario: 1) created task before scheduler (task name ""VS"", task number 0) 2) started scheduler, IDLE …"
/FreeRTOS_Support_Forum_Archive/August_2007/freertos_STR91X_-_lwIP_Demo_1812192.html,STR91X - lwIP Demo? - FreeRTOS,,"STR91X – lwIP Demo?Posted by buckia on August 29, 2007The demo area of the FreeRTOS web site says for an STR91X: ""An lwIP demo is also available upon request."" Is this demo available anywhere?  I would like to run/try it. STR91X – lwIP Demo?Posted by richardbarry on August 29, 2007Send me an email to r …"
/FreeRTOS_Support_Forum_Archive/August_2007/freertos_Any_bugs_found_in_FreeRTOS_itself_1790657.html,Any bugs found in FreeRTOS itself? - FreeRTOS,,"Any bugs found in FreeRTOS itself?Posted by marijalaquso on August 2, 2007I have to determine reliability of FreeRTOS based on the experience of its users. So has anyone found bugs in FreeRTOS and if so how severe were they. I would be very grateful if you would provide me with such an information. Any bugs …"
/FreeRTOS_Support_Forum_Archive/August_2007/freertos_full_queue_in_ISR_1813385.html,full queue in ISR - FreeRTOS,,"full queue in ISRPosted by jakbird on August 30, 2007Inside an interrupt ISR for a UART, I receive data and place it in a queue with the xQueueSendFromISR call.  Is there a way, inside the ISR, to determine if the queue is full?  I want to log if the ISR has to drop characters due …"
/FreeRTOS_Support_Forum_Archive/August_2007/freertos_Case_problems_again_1804534.html,"Case problems, again - FreeRTOS",,"Case problems, againPosted by jaymaynard on August 19, 2007The CodeSourcery G++ package for Stellaris, at least (and, I suspect, all of their supported architectures) both supplies and requires using a Unix environment under Windows. I keep tripping over case botches (case is different in the #include statement and the actual filename). Fixing these is getting …"
/FreeRTOS_Support_Forum_Archive/August_2007/freertos_2_Queues_messages_posted_from_ISR_1811100.html,2 Queues messages posted from ISR - FreeRTOS,,"2 Queues messages posted from ISRPosted by philvdm on August 28, 2007I am in a situation where I have 2 pending interrupts. Each interrupt handler posts a queue msg to 2 different tasks. The 2 second msg seems to be lost ( even though the second msg is posted to a higher priority task than …"
/FreeRTOS_Support_Forum_Archive/August_2007/freertos_Synchronizing_task_w_interrupt_and_semaphore_1795399.html,Synchronizing task w/interrupt and semaphore - FreeRTOS,,"Synchronizing task w/interrupt and semaphorePosted by danielwlewis on August 8, 2007I’ve run into a problem that I can’t resolve: As long as I don’t call any FreeRTOS API’s from within an interrupt routine, everything worksfine. But when I try to use xSemaphoreGiveFromISR/xSemaphoreTake to synchronize a task using an interrupt, I begin to have problems. FYI: …"
/FreeRTOS_Support_Forum_Archive/August_2007/freertos_BSP_1812799.html,BSP - FreeRTOS,,"BSPPosted by panj on August 30, 2007FreeRTOS/Source/Portable, In this Portable directory we have specific code for Processor. Is it BSP for specific processor? BSPPosted by sotd on August 30, 2007What are you asking here?  You cannot have a BSP for a specific processor unless that processor is only ever used on one board. The code …"
/FreeRTOS_Support_Forum_Archive/August_2007/freertos_Proper_way_to_reset_1813659.html,Proper way to reset? - FreeRTOS,,"Proper way to reset?Posted by kkelkar on August 31, 2007I am using FreeRTOS on an Atmel SAM7S-256 with the IAR toolchain. While I have a proprietary board design, we can assume for the moment that I am using the Atmel development kit, as they are very similar. I am writing a boot loader that is …"
/FreeRTOS_Support_Forum_Archive/August_2007/freertos_problem_running_FreeRTOS_1797516.html,problem running FreeRTOS - FreeRTOS,,"problem running FreeRTOS Posted by jordonhofer on August 9, 2007Hi.  I have been working with FreeRTOS on an LPC2366 (ARM7TDMI-S) on a custom-made board.  I am using CrossStudio with a JLink debugger.  So far it has been a very positive experience. Starting with the original demo, I started tweaking to make it do what I …"
/FreeRTOS_Support_Forum_Archive/August_2007/freertos_Rowley_1.7_and_AT91SAM7X-EK_Web_server_demo_1807899.html,Rowley 1.7 and AT91SAM7X-EK Web server demo - FreeRTOS,,"Rowley 1.7 and AT91SAM7X-EK Web server demoPosted by benst on August 23, 2007Hi, I’m trying to run the Web server demo for the AT91SAM7X-EK board, using Rowley CrossStudio 1.7 and a Segger J-Link. Not much luck so far. Has anybody tried this with the latest releases of CrossStudio and the Web server demo? Ben Rowley …"
/FreeRTOS_Support_Forum_Archive/August_2007/freertos_how_to_configure_freeRTOS_for_LM3S101_1809330.html,how to configure freeRTOS for LM3S101 - FreeRTOS,,"how to configure freeRTOS for LM3S101Posted by arnab2007 on August 25, 2007hi all, i downloaded freertos and from the demo programs i used CORTEX_LM3S102_GCC example demo with CodeSourcery gcc compiler and it compiled parfectly. now i want to use LM3S101 for my project and wondering how to configure the makefile to compile the same demo …"
/FreeRTOS_Support_Forum_Archive/August_2007/freertos_WinAVR_20070525_warnings_1810170.html,WinAVR 20070525 warnings - FreeRTOS,,"WinAVR 20070525 warningsPosted by baranov on August 27, 2007Hello All. We have been working with FreeRtos and WinAVR from 2005 until we needed to port the system on Atmega644 chip. It required new library and we had to migrate to  WinAVR 20070525. Now it compiles the system with warnings. Optimization level is ‘0’. Could anybody …"
/FreeRTOS_Support_Forum_Archive/August_2007/freertos_STR91x_PORT_led_demo_bug_1810208.html,STR91x PORT led demo bug? - FreeRTOS,,"STR91x PORT led demo bug?Posted by joe_her on August 27, 2007The led flash demo should control 3 leds, with 3 different tasks, but only one led is working. Looking at the code I don’t understand how it should work. -——— /* Create the three tasks. */ for( xLEDTask = 0; xLEDTask < ledNUMBER_OF_LEDS; ++xLEDTask ) …"
/FreeRTOS_Support_Forum_Archive/August_2007/freertos_Question_about_taskYIELD_1791353.html,Question about taskYIELD() - FreeRTOS,,"Question about taskYIELD()Posted by dansear on August 3, 2007In xQueueSend() (and xTaskResumeAll() and some others) there is a call to taskYIELD() inside a taskENTER_CRITICAL()/taskEXIT_CRITICAL() section. In our implementation interrupts are disabled inside the critical section, so our tick interrupt won’t run. We’re running preemptive as well. Is there any possible problems with getting tasks to …"
/FreeRTOS_Support_Forum_Archive/August_2007/freertos_LPC2148_Demo_package_update_1798764.html,LPC2148_Demo package update - FreeRTOS,,"LPC2148_Demo package updatePosted by jcwren on August 11, 2007I’ve added a few more demos to the LPC2148 demo package:   Interrupt driven I2C master transmit and receive   Raw I2C support (manually address devices for reading and writing)   LM75 temperature sensor code fixed (registers writable as well as readable)   24XX I2C EEPROM support …"
/FreeRTOS_Support_Forum_Archive/August_2007/freertos_8051_port_1806743.html,8051 port - FreeRTOS,,"8051 portPosted by jwestmoreland on August 22, 2007Hello All, I’ve searched the archives – there is discussion of this port – but wanted to ask a few questions: Is it possible to get the SP to point to XRAM (XDATA) – or will it always only point to IDATA (internal 256 byte space)? Since the …"
/FreeRTOS_Support_Forum_Archive/August_2007/freertos_ENTER_and_EXIT_CRITICAL_with_interrupts_1801166.html,ENTER and EXIT CRITICAL with interrupts - FreeRTOS,,"ENTER and EXIT CRITICAL with interruptsPosted by jakbird on August 14, 2007The preferred method for handling critical areas (where context changes might corrupt variables being updated) seems to be portENTER_CRITICAL() and portEXIT_CRITICAL().  Does this handle interrupts as well?  Or do I need to mask out specific interrupt requests that might affect the critical region?   …"
/FreeRTOS_Support_Forum_Archive/August_2007/freertos_question_about_static_and_volatile_1799026.html,question about static and volatile - FreeRTOS,,"question about static and volatile Posted by natanel on August 12, 2007Hi I just started using freeRTOS and I have few questions 1) if I want to keep the value of an array between task switch that the array will have the same values after task return what is the best way to do it …"
/FreeRTOS_Support_Forum_Archive/August_2007/freertos_STR91x_IAR_SK_Board_1810090.html,STR91x IAR SK Board - FreeRTOS,,"STR91x IAR SK BoardPosted by joe_her on August 27, 2007Got an IAR STR912 board, and tried to use the STR91 port which is for the ST board, but no luck. I changed GPIO for leds task (it works without the RTOS), commented out all but the led flash task, and still nothing happnds. The kernel …"
/FreeRTOS_Support_Forum_Archive/August_2007/freertos_2nd_task_switch_fails.._arm9_1802224.html,2nd task switch fails.. arm9 - FreeRTOS,,"2nd task switch fails.. arm9Posted by olibats on August 16, 2007hi, i have an at91sam9, which has no port available yet. so i took the sam7 one and try to modify it to fit the new cpu. (once done, i could provide the portation to have it included in freertos) until today i have the …"
/FreeRTOS_Support_Forum_Archive/August_2007/freertos_Reducing_amount_of_RAM_used_by_Task_1809572.html,Reducing amount of RAM used by Task - FreeRTOS,,"Reducing amount of RAM used by TaskPosted by zed0x00 on August 25, 2007Minimum two RAM blocks (TCB and Stack) for every Task are used in the current version of FreeRTOS. Such decision requires the additional expenseses for the second Memory Control Block and for its pointer pxStack in TCB. Besides, justification of the Stack depends …"
/FreeRTOS_Support_Forum_Archive/August_2007/freertos_usCriticalNesting_-_Preemptive_Mode_1804357.html,usCriticalNesting - Preemptive Mode - FreeRTOS,,"usCriticalNesting – Preemptive ModePosted by idm72 on August 19, 2007Do I really need to store the usCriticalNesting variable on the stack for each task if i’m only using the preemptive mode? When using preemptive mode it seems that this variable can only ever have a vaule of zero when interrupts are enabled. Whenever it is …"
/FreeRTOS_Support_Forum_Archive/August_2007/freertos_Running_FreeRTOS_with_IAR_v5.10_1791653.html,Running FreeRTOS with IAR v5.10 - FreeRTOS,,"Running FreeRTOS with IAR v5.10Posted by syu49 on August 3, 2007I have currently upgrade my IAR from v4.40 to v5.10.  I was able to run the Web sever demo with STR912x before with v4.40.  After the upgrade, I was able to compile the code, but not being able to make it run.  I have modified …"
/FreeRTOS_Support_Forum_Archive/August_2007/freertos_uIP_demo_Str9-comstick_1797851.html,uIP demo Str9-comstick - FreeRTOS,,"uIP demo Str9-comstickPosted by tomkirk on August 10, 2007Hi,    A newbie question, I am trying the ethernet demo for the St9 device using the comstick and IAR embedded workbench. However when I select the project options to include the J-link debugger the debug fails. The message is that is cant connect to jlink via …"
/FreeRTOS_Support_Forum_Archive/August_2007/freertos_Suggestion_to_MicroBlaze_port_1794425.html,Suggestion to MicroBlaze port - FreeRTOS,,"Suggestion to MicroBlaze portPosted by dze on August 7, 2007I’m using FreeRTOS hardly with MicroBlaze5 on the ML-401 board. Great Work !!! Thank you Richard Barry. Regarding to the FreeRTOS port for the MicroBlaze I feel free to recommend the following change: port.c line 53/54 /* Tasks are started with interrupts enabled. */ #define portINITIAL_MSR_STATE        …"
/FreeRTOS_Support_Forum_Archive/August_2007/freertos_Pending_Interrupt_Causes_Crash_1808834.html,Pending Interrupt Causes Crash - FreeRTOS,,"Pending Interrupt Causes CrashPosted by mkrug on August 24, 2007Hello, I did a small port to the HC12 (that has only minor differences to the existing HCS12 Port). My application communicates on the CAN Bus. As long as the CAN load can be handled everything works fine. If I increase the CAN load so that …"
/FreeRTOS_Support_Forum_Archive/August_2007/freertos_Files_used_by_FreeRTOS_1809869.html,Files used by FreeRTOS - FreeRTOS,,"Files used by FreeRTOSPosted by richardbarry on August 26, 2007[moved from private email] Richard, I met you at the 2007 microchip master conference, also I was in the class you taught. I am doing some experiments with RTOS and PIC24 dev kit, I would like to know how many files from the demo project are …"
/FreeRTOS_Support_Forum_Archive/August_2007/freertos_vmware_qemu_port_1800955.html,vmware qemu port - FreeRTOS,,"vmware qemu portPosted by sashiono on August 14, 2007I would like to try to get FreeRTOS to run in an emulated environment.  I’m Thinking the best platform would be Qemu. mainly because this could simulate many different hardware configurations. vmware qemu portPosted by sashiono on August 14, 2007Originally I was thinking that it could be …"
